??id,kc0,kc1,kc2,kc3,kc4,kc5,kc6,kc7,kc8,kc9,kc10,kc11,kc12,kc13,kc14,kc15,kc16,kc17,kc18,kc19,kc20,kc21,kc22,kc23,kc24,kc25,kc26,kc27,kc28,kc29,kc30,kc31,kc32,kc33,kc34,kc35,kc36,kc37,kc38,kc39,kc40,kc41,kc42,kc43,kc44,kc45,kc46,kc47,kc48,kc49,kc50,kc51,kc52,kc53,kc54,kc55,kc56
uid466,0.637771,0.498303,0.825103,0.343951,0.277992,0.000000,0.125515,0.356401,0.055859,0.775634,0.264025,0.700930,0.000000,0.380597,0.478705,0.000000,0.913920,0.091354,0.458341,0.403884,0.818271,0.852805,0.000000,0.000000,0.878470,0.918728,0.517164,0.073777,0.000000,0.305136,0.000000,0.018978,0.728252,0.037595,0.190031,0.318323,0.796131,0.142110,0.000000,0.762360,0.000000,0.447863,0.437182,0.291694,0.722995,0.220482,0.766870,0.415196,0.928929,0.507824,0.670862,0.000000,0.368615,0.677108,0.000000,0.392352,0.000000
uid467,0.000000,0.507824,0.000000,0.220482,0.577767,0.158391,0.205403,0.318323,0.743431,0.142110,0.000000,0.000000,0.000000,0.488598,0.637771,0.291694,0.000000,0.415196,0.343951,0.368615,0.037595,0.190031,0.000000,0.000000,0.055859,0.695145,0.018978,0.468621,0.000000,0.000000,0.331260,0.235276,0.644645,0.264025,0.380597,0.623621,0.712174,0.535317,0.000000,0.437182,0.630764,0.000000,0.073777,0.392352,0.517164,0.000000,0.706606,0.792187,0.091354,0.000000,0.000000,0.000000,0.108598,0.174363,0.000000,0.125515,0.803796
uid468,0.000000,0.000000,0.000000,0.380597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507824,0.000000,0.073777,0.343951,0.125515,0.264025,0.000000,0.415196,0.220482,0.158391,0.091354,0.055859,0.000000,0.277992,0.403884,0.468621,0.018978,0.000000,0.174363,0.437182,0.235276,0.000000,0.000000,0.458341,0.000000,0.447863,0.000000,0.000000,0.000000,0.000000,0.190031,0.526327,0.000000,0.000000,0.305136,0.331260,0.108598,0.142110,0.000000,0.000000,0.000000
uid469,0.277992,0.717636,0.910557,0.544135,0.743431,0.426295,0.055859,0.437182,0.000000,0.939029,0.305136,0.073777,0.498303,0.037595,0.637771,0.000000,0.000000,0.000000,0.814755,0.018978,0.577767,0.000000,0.000000,0.000000,0.517164,0.000000,0.507824,0.356401,0.000000,0.220482,0.552786,0.249788,0.190031,0.468621,0.447863,0.683236,0.000000,0.807519,0.392352,0.264025,0.331260,0.174363,0.775634,0.091354,0.700930,0.000000,0.291694,0.585780,0.478705,0.722995,0.644645,0.158391,0.415196,0.142110,0.855598,0.803796,0.000000
uid470,0.792187,0.800000,0.841081,0.664495,0.468621,0.722995,0.205403,0.158391,0.174363,0.969411,0.000000,0.901565,0.955127,0.091354,0.866252,0.658005,0.814755,0.544135,0.220482,0.873723,0.305136,0.478705,0.000000,0.000000,0.561273,0.000000,0.447863,0.235276,0.000000,0.766870,0.415196,0.037595,0.498303,0.264025,0.073777,0.644645,0.000000,0.637771,0.142110,0.552786,0.683236,0.608918,0.517164,0.190031,0.055859,0.249788,0.000000,0.343951,0.108598,0.942435,0.000000,0.847055,0.018978,0.908827,0.000000,0.893724,0.437182
uid471,0.825103,0.934172,0.000000,0.220482,0.037595,0.811172,0.018978,0.235276,0.249788,0.712174,0.863665,0.277992,0.458341,0.125515,0.838006,0.205403,0.717636,0.706606,0.927554,0.264025,0.526327,0.000000,0.000000,0.000000,0.468621,0.000000,0.478705,0.447863,0.000000,0.415196,0.517164,0.000000,0.403884,0.108598,0.488598,0.142110,0.000000,0.190031,0.000000,0.695145,0.792187,0.091354,0.055859,0.318323,0.766870,0.895741,0.963654,0.544135,0.000000,0.577767,0.834873,0.356401,0.637771,0.368615,0.000000,0.664495,0.000000
uid472,0.552786,0.876119,0.000000,0.220482,0.158391,0.249788,0.844096,0.291694,0.526327,0.717636,0.000000,0.544135,0.000000,0.403884,0.437182,0.753077,0.728252,0.722995,0.458341,0.415196,0.601353,0.000000,0.000000,0.000000,0.125515,0.000000,0.468621,0.190031,0.000000,0.368615,0.447863,0.478705,0.000000,0.018978,0.142110,0.073777,0.616340,0.658005,0.000000,0.695145,0.108598,0.356401,0.426295,0.277992,0.037595,0.000000,0.561273,0.235276,0.000000,0.000000,0.847055,0.000000,0.392352,0.535317,0.000000,0.318323,0.000000
uid473,0.844096,0.000000,0.000000,0.190031,0.468621,0.748300,0.018978,0.415196,0.305136,0.000000,0.091354,0.784069,0.000000,0.498303,0.000000,0.125515,0.000000,0.677108,0.264025,0.779892,0.318323,0.658005,0.000000,0.838006,0.220482,0.000000,0.637771,0.331260,0.000000,0.828422,0.403884,0.356401,0.000000,0.037595,0.108598,0.517164,0.000000,0.526327,0.738468,0.689247,0.073777,0.458341,0.142110,0.343951,0.291694,0.235276,0.174363,0.158391,0.577767,0.000000,0.000000,0.814755,0.753077,0.807519,0.000000,0.055859,0.608918
uid474,0.249788,0.000000,0.488598,0.000000,0.190031,0.000000,0.368615,0.630764,0.000000,0.616340,0.305136,0.000000,0.000000,0.447863,0.380597,0.517164,0.277992,0.000000,0.125515,0.000000,0.415196,0.000000,0.000000,0.000000,0.356401,0.000000,0.000000,0.000000,0.000000,0.018978,0.403884,0.000000,0.205403,0.458341,0.037595,0.108598,0.000000,0.220482,0.000000,0.343951,0.000000,0.073777,0.055859,0.468621,0.577767,0.000000,0.264025,0.000000,0.000000,0.000000,0.331260,0.000000,0.158391,0.000000,0.091354,0.000000,0.000000
uid475,0.834873,0.000000,0.847055,0.498303,0.291694,0.108598,0.249788,0.637771,0.561273,0.000000,0.437182,0.073777,0.000000,0.190031,0.125515,0.458341,0.000000,0.000000,0.544135,0.277992,0.577767,0.142110,0.000000,0.000000,0.507824,0.000000,0.000000,0.018978,0.000000,0.000000,0.630764,0.174363,0.205403,0.055859,0.318323,0.305136,0.000000,0.264025,0.796131,0.000000,0.426295,0.235276,0.368615,0.000000,0.569599,0.526327,0.488598,0.478705,0.821720,0.000000,0.000000,0.852805,0.091354,0.000000,0.000000,0.415196,0.000000
uid476,0.368615,0.000000,0.000000,0.651389,0.264025,0.158391,0.249788,0.108598,0.392352,0.000000,0.018978,0.498303,0.670862,0.561273,0.743431,0.844096,0.000000,0.000000,0.000000,0.517164,0.677108,0.000000,0.000000,0.000000,0.637771,0.000000,0.644645,0.073777,0.000000,0.608918,0.658005,0.000000,0.190031,0.277992,0.205403,0.811172,0.800000,0.426295,0.125515,0.437182,0.055859,0.037595,0.706606,0.291694,0.403884,0.000000,0.318323,0.683236,0.235276,0.000000,0.000000,0.305136,0.142110,0.447863,0.000000,0.753077,0.000000
uid477,0.517164,0.000000,0.779892,0.125515,0.000000,0.291694,0.630764,0.142110,0.392352,0.000000,0.158391,0.807519,0.000000,0.018978,0.000000,0.108598,0.000000,0.368615,0.689247,0.437182,0.712174,0.447863,0.000000,0.000000,0.000000,0.000000,0.593641,0.220482,0.000000,0.728252,0.664495,0.190031,0.249788,0.000000,0.331260,0.055859,0.000000,0.073777,0.264025,0.468621,0.174363,0.205403,0.037595,0.458341,0.616340,0.000000,0.000000,0.507824,0.356401,0.000000,0.738468,0.623621,0.305136,0.825103,0.000000,0.478705,0.535317
uid478,0.478705,0.000000,0.415196,0.142110,0.343951,0.000000,0.305136,0.712174,0.706606,0.000000,0.651389,0.601353,0.000000,0.249788,0.000000,0.800000,0.000000,0.055859,0.158391,0.220482,0.858339,0.934172,0.766870,0.831678,0.818271,0.000000,0.447863,0.073777,0.000000,0.125515,0.876119,0.174363,0.264025,0.091354,0.000000,0.356401,0.000000,0.318323,0.700930,0.753077,0.788167,0.291694,0.403884,0.507824,0.108598,0.841081,0.535317,0.526327,0.623621,0.000000,0.037595,0.000000,0.018978,0.205403,0.000000,0.784069,0.924724
uid479,0.000000,0.000000,0.000000,0.331260,0.488598,0.000000,0.055859,0.426295,0.000000,0.526327,0.000000,0.018978,0.277992,0.073777,0.000000,0.569599,0.535317,0.517164,0.000000,0.037595,0.392352,0.000000,0.000000,0.000000,0.305136,0.000000,0.291694,0.264025,0.000000,0.220482,0.380597,0.437182,0.205403,0.249788,0.318323,0.000000,0.000000,0.577767,0.000000,0.498303,0.000000,0.142110,0.000000,0.091354,0.000000,0.000000,0.000000,0.356401,0.000000,0.000000,0.000000,0.174363,0.000000,0.158391,0.000000,0.458341,0.000000
uid480,0.700930,0.000000,0.623621,0.447863,0.426295,0.000000,0.018978,0.174363,0.055859,0.000000,0.142110,0.664495,0.000000,0.220482,0.000000,0.585780,0.000000,0.670862,0.158391,0.331260,0.000000,0.000000,0.728252,0.000000,0.569599,0.000000,0.630764,0.037595,0.000000,0.838006,0.000000,0.190031,0.264025,0.468621,0.091354,0.415196,0.000000,0.249788,0.073777,0.748300,0.507824,0.291694,0.356401,0.205403,0.108598,0.000000,0.544135,0.552786,0.000000,0.000000,0.000000,0.825103,0.125515,0.608918,0.000000,0.593641,0.000000
uid481,0.291694,0.526327,0.784069,0.000000,0.658005,0.000000,0.318323,0.700930,0.733409,0.000000,0.601353,0.000000,0.000000,0.447863,0.037595,0.771294,0.561273,0.000000,0.055859,0.000000,0.125515,0.000000,0.000000,0.000000,0.235276,0.174363,0.091354,0.073777,0.000000,0.415196,0.753077,0.670862,0.000000,0.331260,0.158391,0.368615,0.205403,0.305136,0.000000,0.507824,0.000000,0.677108,0.392352,0.380597,0.000000,0.000000,0.190031,0.468621,0.356401,0.644645,0.264025,0.000000,0.108598,0.142110,0.748300,0.277992,0.000000
uid482,0.630764,0.000000,0.899661,0.380597,0.775634,0.792187,0.037595,0.447863,0.000000,0.887436,0.623621,0.091354,0.264025,0.108598,0.507824,0.706606,0.889573,0.885259,0.907063,0.018978,0.331260,0.000000,0.000000,0.000000,0.277992,0.000000,0.305136,0.291694,0.927554,0.220482,0.403884,0.544135,0.205403,0.249788,0.343951,0.616340,0.658005,0.517164,0.928929,0.561273,0.757763,0.125515,0.468621,0.055859,0.771294,0.000000,0.814755,0.318323,0.000000,0.000000,0.000000,0.158391,0.535317,0.174363,0.000000,0.585780,0.000000
uid483,0.343951,0.670862,0.507824,0.205403,0.000000,0.000000,0.277992,0.000000,0.091354,0.000000,0.517164,0.291694,0.000000,0.000000,0.608918,0.158391,0.000000,0.108598,0.535317,0.055859,0.368615,0.000000,0.000000,0.000000,0.000000,0.000000,0.249788,0.488598,0.630764,0.018978,0.526327,0.142110,0.305136,0.220482,0.000000,0.000000,0.392352,0.447863,0.000000,0.658005,0.000000,0.174363,0.695145,0.264025,0.000000,0.000000,0.318323,0.073777,0.000000,0.000000,0.235276,0.000000,0.000000,0.380597,0.000000,0.000000,0.000000
uid484,0.743431,0.757763,0.000000,0.220482,0.055859,0.561273,0.018978,0.235276,0.608918,0.000000,0.478705,0.623621,0.000000,0.125515,0.000000,0.190031,0.771294,0.437182,0.426295,0.616340,0.000000,0.403884,0.000000,0.000000,0.468621,0.000000,0.368615,0.343951,0.000000,0.695145,0.000000,0.037595,0.277992,0.108598,0.585780,0.158391,0.000000,0.174363,0.544135,0.458341,0.498303,0.091354,0.000000,0.331260,0.000000,0.000000,0.000000,0.447863,0.264025,0.000000,0.000000,0.683236,0.569599,0.658005,0.000000,0.000000,0.291694
uid485,0.291694,0.091354,0.190031,0.037595,0.055859,0.142110,0.108598,0.000000,0.368615,0.000000,0.000000,0.000000,0.000000,0.264025,0.000000,0.000000,0.000000,0.488598,0.331260,0.569599,0.000000,0.630764,0.018978,0.000000,0.000000,0.000000,0.771294,0.498303,0.000000,0.478705,0.000000,0.403884,0.220482,0.249788,0.689247,0.000000,0.000000,0.380597,0.000000,0.468621,0.000000,0.125515,0.658005,0.205403,0.318323,0.757763,0.000000,0.073777,0.743431,0.000000,0.507824,0.000000,0.000000,0.577767,0.000000,0.670862,0.717636
uid486,0.683236,0.838006,0.775634,0.220482,0.000000,0.535317,0.055859,0.205403,0.277992,0.942435,0.437182,0.291694,0.601353,0.125515,0.700930,0.235276,0.947694,0.000000,0.784069,0.249788,0.651389,0.000000,0.000000,0.000000,0.608918,0.000000,0.593641,0.447863,0.828422,0.415196,0.644645,0.018978,0.368615,0.108598,0.544135,0.142110,0.000000,0.174363,0.498303,0.000000,0.478705,0.073777,0.037595,0.305136,0.757763,0.000000,0.935422,0.658005,0.569599,0.841081,0.712174,0.356401,0.526327,0.380597,0.893724,0.000000,0.000000
uid487,0.055859,0.000000,0.125515,0.190031,0.608918,0.923268,0.108598,0.561273,0.818271,0.630764,0.000000,0.677108,0.458341,0.544135,0.264025,0.670862,0.637771,0.644645,0.000000,0.305136,0.507824,0.000000,0.000000,0.000000,0.468621,0.000000,0.447863,0.018978,0.000000,0.757763,0.517164,0.091354,0.073777,0.426295,0.488598,0.037595,0.866252,0.249788,0.000000,0.368615,0.913920,0.331260,0.277992,0.235276,0.762360,0.969992,0.803796,0.526327,0.000000,0.000000,0.722995,0.158391,0.343951,0.728252,0.000000,0.403884,0.000000
uid488,0.235276,0.000000,0.921784,0.498303,0.852805,0.091354,0.517164,0.561273,0.018978,0.000000,0.569599,0.937849,0.000000,0.834873,0.630764,0.000000,0.908827,0.000000,0.535317,0.073777,0.577767,0.125515,0.000000,0.891668,0.712174,0.689247,0.478705,0.142110,0.000000,0.601353,0.788167,0.291694,0.249788,0.928929,0.108598,0.468621,0.717636,0.305136,0.552786,0.190031,0.784069,0.585780,0.037595,0.158391,0.507824,0.368615,0.403884,0.205403,0.415196,0.437182,0.356401,0.526327,0.670862,0.683236,0.000000,0.174363,0.264025
uid489,0.073777,0.000000,0.331260,0.000000,0.426295,0.000000,0.205403,0.535317,0.000000,0.507824,0.142110,0.000000,0.000000,0.291694,0.235276,0.392352,0.018978,0.000000,0.544135,0.000000,0.277992,0.000000,0.000000,0.000000,0.174363,0.000000,0.630764,0.552786,0.000000,0.644645,0.249788,0.526327,0.000000,0.356401,0.125515,0.380597,0.000000,0.055859,0.000000,0.190031,0.000000,0.569599,0.264025,0.343951,0.468621,0.000000,0.037595,0.000000,0.000000,0.000000,0.108598,0.000000,0.447863,0.000000,0.220482,0.000000,0.000000
uid490,0.743431,0.861027,0.000000,0.174363,0.753077,0.000000,0.037595,0.415196,0.277992,0.000000,0.091354,0.000000,0.000000,0.000000,0.000000,0.108598,0.623621,0.821720,0.264025,0.507824,0.318323,0.437182,0.000000,0.552786,0.220482,0.000000,0.593641,0.331260,0.000000,0.426295,0.403884,0.343951,0.000000,0.018978,0.125515,0.544135,0.000000,0.779892,0.000000,0.585780,0.073777,0.569599,0.142110,0.356401,0.305136,0.249788,0.190031,0.158391,0.683236,0.866252,0.447863,0.468621,0.000000,0.784069,0.000000,0.055859,0.000000
uid491,0.000000,0.000000,0.000000,0.235276,0.055859,0.000000,0.037595,0.220482,0.264025,0.000000,0.000000,0.291694,0.000000,0.142110,0.000000,0.174363,0.000000,0.000000,0.000000,0.249788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.426295,0.000000,0.018978,0.380597,0.091354,0.000000,0.158391,0.000000,0.190031,0.000000,0.000000,0.000000,0.108598,0.000000,0.318323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.356401,0.000000,0.403884,0.000000,0.000000,0.000000
uid492,0.637771,0.630764,0.712174,0.142110,0.018978,0.517164,0.000000,0.235276,0.838006,0.858339,0.426295,0.885259,0.000000,0.108598,0.917156,0.174363,0.658005,0.392352,0.368615,0.891668,0.811172,0.331260,0.000000,0.000000,0.380597,0.000000,0.318323,0.277992,0.000000,0.577767,0.000000,0.091354,0.305136,0.037595,0.544135,0.158391,0.000000,0.220482,0.507824,0.415196,0.437182,0.073777,0.055859,0.291694,0.670862,0.000000,0.926153,0.403884,0.552786,0.807519,0.905265,0.722995,0.526327,0.841081,0.000000,0.844096,0.264025
uid493,0.073777,0.743431,0.125515,0.343951,0.700930,0.000000,0.091354,0.788167,0.205403,0.955127,0.000000,0.814755,0.000000,0.426295,0.876119,0.305136,0.941321,0.318323,0.855598,0.235276,0.000000,0.000000,0.000000,0.000000,0.677108,0.000000,0.380597,0.037595,0.883039,0.249788,0.544135,0.108598,0.055859,0.277992,0.190031,0.018978,0.437182,0.593641,0.000000,0.913920,0.000000,0.392352,0.775634,0.356401,0.950615,0.753077,0.821720,0.264025,0.000000,0.757763,0.368615,0.174363,0.796131,0.811172,0.897720,0.000000,0.000000
uid494,0.000000,0.392352,0.000000,0.458341,0.771294,0.000000,0.706606,0.190031,0.174363,0.885259,0.018978,0.695145,0.601353,0.108598,0.577767,0.000000,0.356401,0.891668,0.205403,0.517164,0.637771,0.000000,0.000000,0.000000,0.616340,0.000000,0.318323,0.220482,0.000000,0.426295,0.569599,0.055859,0.658005,0.585780,0.091354,0.447863,0.000000,0.305136,0.158391,0.000000,0.000000,0.235276,0.552786,0.468621,0.073777,0.000000,0.264025,0.380597,0.142110,0.415196,0.291694,0.743431,0.037595,0.733409,0.838006,0.507824,0.000000
uid495,0.706606,0.000000,0.220482,0.577767,0.478705,0.108598,0.235276,0.811172,0.844096,0.000000,0.814755,0.073777,0.000000,0.403884,0.125515,0.861027,0.000000,0.552786,0.601353,0.468621,0.190031,0.142110,0.807519,0.866252,0.934172,0.000000,0.677108,0.018978,0.000000,0.585780,0.913920,0.392352,0.174363,0.055859,0.498303,0.205403,0.000000,0.458341,0.841081,0.277992,0.923268,0.291694,0.318323,0.000000,0.593641,0.889573,0.738468,0.380597,0.644645,0.000000,0.544135,0.000000,0.091354,0.630764,0.000000,0.921784,0.952472
uid496,0.108598,0.753077,0.291694,0.305136,0.037595,0.174363,0.552786,0.637771,0.190031,0.000000,0.343951,0.277992,0.000000,0.569599,0.664495,0.743431,0.507824,0.000000,0.616340,0.205403,0.717636,0.000000,0.000000,0.000000,0.437182,0.000000,0.762360,0.091354,0.000000,0.264025,0.249788,0.055859,0.368615,0.018978,0.220482,0.000000,0.000000,0.498303,0.125515,0.458341,0.000000,0.593641,0.235276,0.517164,0.000000,0.000000,0.468621,0.073777,0.828422,0.766870,0.158391,0.000000,0.585780,0.000000,0.683236,0.651389,0.000000
uid497,0.073777,0.920271,0.037595,0.174363,0.235276,0.936647,0.593641,0.468621,0.637771,0.000000,0.498303,0.356401,0.000000,0.535317,0.000000,0.544135,0.921784,0.291694,0.677108,0.000000,0.743431,0.844096,0.426295,0.717636,0.608918,0.000000,0.018978,0.437182,0.000000,0.728252,0.784069,0.318323,0.205403,0.091354,0.142110,0.000000,0.000000,0.818271,0.670862,0.447863,0.569599,0.885259,0.220482,0.190031,0.055859,0.757763,0.158391,0.249788,0.264025,0.000000,0.000000,0.000000,0.380597,0.368615,0.000000,0.577767,0.847055
uid498,0.447863,0.800000,0.458341,0.331260,0.142110,0.897720,0.091354,0.753077,0.700930,0.959226,0.921784,0.917156,0.825103,0.018978,0.907063,0.403884,0.814755,0.264025,0.356401,0.125515,0.712174,0.630764,0.000000,0.426295,0.670862,0.000000,0.468621,0.277992,0.975694,0.318323,0.748300,0.000000,0.037595,0.291694,0.174363,0.158391,0.944599,0.108598,0.000000,0.664495,0.883039,0.073777,0.235276,0.535317,0.305136,0.677108,0.569599,0.561273,0.000000,0.000000,0.249788,0.000000,0.055859,0.380597,0.000000,0.955127,0.577767
uid499,0.858339,0.861027,0.000000,0.392352,0.458341,0.743431,0.291694,0.220482,0.091354,0.000000,0.318323,0.784069,0.000000,0.498303,0.000000,0.343951,0.000000,0.644645,0.037595,0.775634,0.108598,0.616340,0.000000,0.000000,0.403884,0.000000,0.601353,0.142110,0.000000,0.828422,0.235276,0.125515,0.249788,0.000000,0.331260,0.526327,0.000000,0.517164,0.738468,0.658005,0.305136,0.488598,0.356401,0.190031,0.073777,0.018978,0.380597,0.158391,0.677108,0.000000,0.000000,0.814755,0.753077,0.807519,0.000000,0.277992,0.569599
uid500,0.108598,0.000000,0.000000,0.000000,0.000000,0.000000,0.291694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.235276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018978,0.000000,0.000000,0.000000,0.000000,0.220482,0.249788,0.037595,0.142110,0.073777,0.000000,0.000000,0.000000,0.000000,0.000000,0.277992,0.158391,0.125515,0.091354,0.000000,0.205403,0.190031,0.000000,0.000000,0.000000,0.000000,0.264025,0.000000,0.000000,0.000000,0.000000
uid501,0.091354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.108598,0.000000,0.000000,0.018978,0.000000,0.000000,0.000000,0.000000,0.142110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.174363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037595,0.125515,0.000000,0.000000,0.158391,0.000000,0.190031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
uid502,0.544135,0.073777,0.000000,0.569599,0.264025,0.743431,0.000000,0.601353,0.331260,0.000000,0.055859,0.447863,0.000000,0.623621,0.000000,0.158391,0.000000,0.651389,0.125515,0.488598,0.000000,0.000000,0.000000,0.000000,0.771294,0.000000,0.458341,0.318323,0.000000,0.700930,0.091354,0.108598,0.728252,0.142110,0.368615,0.664495,0.552786,0.403884,0.000000,0.695145,0.000000,0.415196,0.037595,0.174363,0.000000,0.235276,0.526327,0.507824,0.000000,0.000000,0.426295,0.757763,0.585780,0.000000,0.000000,0.616340,0.000000
uid503,0.498303,0.000000,0.895741,0.108598,0.706606,0.733409,0.912255,0.235276,0.468621,0.863665,0.517164,0.788167,0.037595,0.174363,0.318323,0.616340,0.873723,0.871280,0.901565,0.343951,0.158391,0.000000,0.000000,0.000000,0.055859,0.000000,0.073777,0.018978,0.921784,0.000000,0.142110,0.403884,0.220482,0.000000,0.091354,0.488598,0.535317,0.305136,0.000000,0.415196,0.695145,0.125515,0.331260,0.291694,0.658005,0.000000,0.800000,0.205403,0.000000,0.738468,0.928929,0.000000,0.392352,0.784069,0.000000,0.447863,0.000000
uid504,0.000000,0.000000,0.343951,0.468621,0.664495,0.717636,0.190031,0.738468,0.000000,0.000000,0.526327,0.000000,0.000000,0.000000,0.037595,0.561273,0.000000,0.000000,0.142110,0.000000,0.174363,0.415196,0.000000,0.000000,0.205403,0.000000,0.073777,0.158391,0.000000,0.000000,0.000000,0.488598,0.018978,0.447863,0.125515,0.264025,0.277992,0.478705,0.712174,0.380597,0.535317,0.356401,0.291694,0.458341,0.517164,0.000000,0.331260,0.426295,0.000000,0.651389,0.000000,0.000000,0.108598,0.055859,0.000000,0.593641,0.000000
uid505,0.000000,0.000000,0.000000,0.318323,0.000000,0.000000,0.055859,0.426295,0.000000,0.000000,0.000000,0.037595,0.277992,0.073777,0.000000,0.630764,0.000000,0.585780,0.000000,0.018978,0.368615,0.000000,0.000000,0.000000,0.305136,0.000000,0.291694,0.264025,0.000000,0.220482,0.356401,0.468621,0.205403,0.249788,0.331260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142110,0.000000,0.091354,0.000000,0.000000,0.000000,0.392352,0.000000,0.437182,0.651389,0.174363,0.517164,0.158391,0.000000,0.000000,0.000000
uid506,0.331260,0.577767,0.535317,0.073777,0.616340,0.743431,0.426295,0.091354,0.670862,0.000000,0.380597,0.000000,0.000000,0.125515,0.264025,0.561273,0.305136,0.000000,0.235276,0.158391,0.478705,0.000000,0.000000,0.000000,0.403884,0.000000,0.601353,0.190031,0.000000,0.000000,0.249788,0.608918,0.277992,0.498303,0.037595,0.055859,0.000000,0.318323,0.695145,0.415196,0.000000,0.220482,0.205403,0.018978,0.000000,0.000000,0.291694,0.174363,0.000000,0.585780,0.356401,0.000000,0.108598,0.000000,0.437182,0.142110,0.000000
uid507,0.000000,0.305136,0.000000,0.055859,0.368615,0.552786,0.415196,0.108598,0.458341,0.000000,0.356401,0.000000,0.644645,0.125515,0.264025,0.000000,0.000000,0.000000,0.235276,0.158391,0.670862,0.000000,0.000000,0.000000,0.637771,0.000000,0.318323,0.190031,0.000000,0.000000,0.249788,0.331260,0.544135,0.623621,0.018978,0.073777,0.000000,0.000000,0.561273,0.000000,0.507824,0.205403,0.220482,0.037595,0.000000,0.000000,0.000000,0.174363,0.608918,0.277992,0.000000,0.000000,0.091354,0.000000,0.000000,0.142110,0.000000
uid508,0.585780,0.000000,0.380597,0.544135,0.205403,0.792187,0.331260,0.601353,0.844096,0.000000,0.784069,0.000000,0.000000,0.000000,0.000000,0.000000,0.426295,0.000000,0.142110,0.190031,0.000000,0.000000,0.593641,0.000000,0.738468,0.000000,0.392352,0.018978,0.000000,0.458341,0.000000,0.037595,0.091354,0.403884,0.055859,0.220482,0.000000,0.814755,0.788167,0.577767,0.000000,0.291694,0.158391,0.343951,0.616340,0.000000,0.717636,0.174363,0.305136,0.000000,0.498303,0.488598,0.125515,0.658005,0.000000,0.000000,0.000000
uid509,0.447863,0.000000,0.380597,0.552786,0.291694,0.108598,0.249788,0.677108,0.733409,0.000000,0.683236,0.073777,0.000000,0.190031,0.125515,0.792187,0.000000,0.561273,0.743431,0.277992,0.852805,0.142110,0.670862,0.825103,0.811172,0.000000,0.415196,0.018978,0.000000,0.821720,0.871280,0.174363,0.205403,0.055859,0.318323,0.305136,0.000000,0.264025,0.728252,0.664495,0.779892,0.235276,0.356401,0.000000,0.437182,0.834873,0.507824,0.498303,0.535317,0.000000,0.000000,0.000000,0.091354,0.616340,0.000000,0.775634,0.000000
uid510,0.689247,0.000000,0.507824,0.343951,0.644645,0.437182,0.517164,0.000000,0.000000,0.000000,0.000000,0.403884,0.000000,0.000000,0.447863,0.000000,0.190031,0.728252,0.291694,0.305136,0.498303,0.220482,0.000000,0.018978,0.000000,0.000000,0.142110,0.380597,0.000000,0.158391,0.055859,0.091354,0.174363,0.415196,0.318323,0.000000,0.000000,0.000000,0.000000,0.108598,0.000000,0.073777,0.569599,0.368615,0.683236,0.000000,0.717636,0.205403,0.616340,0.000000,0.264025,0.277992,0.426295,0.762360,0.000000,0.000000,0.000000
uid511,0.142110,0.670862,0.844096,0.552786,0.880777,0.000000,0.380597,0.091354,0.331260,0.000000,0.291694,0.249788,0.766870,0.426295,0.912255,0.526327,0.683236,0.108598,0.458341,0.695145,0.811172,0.000000,0.125515,0.000000,0.577767,0.000000,0.644645,0.000000,0.000000,0.585780,0.803796,0.073777,0.205403,0.037595,0.415196,0.264025,0.000000,0.891668,0.318323,0.055859,0.498303,0.601353,0.517164,0.447863,0.368615,0.000000,0.174363,0.561273,0.392352,0.000000,0.000000,0.757763,0.190031,0.220482,0.000000,0.478705,0.000000
uid512,0.037595,0.828422,0.637771,0.889573,0.577767,0.000000,0.700930,0.893724,0.343951,0.561273,0.235276,0.174363,0.000000,0.517164,0.073777,0.488598,0.498303,0.535317,0.658005,0.091354,0.331260,0.000000,0.000000,0.000000,0.876119,0.000000,0.125515,0.623621,0.722995,0.249788,0.644645,0.000000,0.264025,0.158391,0.415196,0.190031,0.356401,0.426295,0.000000,0.585780,0.000000,0.908827,0.841081,0.552786,0.205403,0.792187,0.277992,0.901565,0.000000,0.937849,0.055859,0.000000,0.018978,0.108598,0.915553,0.458341,0.000000
